Word,Word_freq
food,146
shawarma,108
very,88
fries,86
chicken,79
not,74
good,74
service,71
great,70
place,69
lamb,65
table,58
time,54
delicious,49
amazing,49
meat,48
people,47
back,46
one,44
pita,43
definitely,43
try,42
hummus,41
restaurant,40
ordered,40
about,38
side,37
up,37
an,36
recommend,36
nice,35
will,35
well,35
more,35
experience,34
make,33
because,32
server,32
even,31
after,30
really,30
order,29
he,29
3,28
reservation,28
me,28
made,27
like,27
menu,26
staff,26
wait,26
beef,25
sauces,25
group,25
top,25
lebanese,24
spicy,24
best,23
platter,22
didn't,22
first,22
small,21
falafel,21
4,21
tableside,21
much,20
do,20
super,20
waiter,20
bit,20
au,20
been,20
sauce,20
rachid,20
seasoned,19
bread,19
no,19
too,19
everything,19
friendly,19
dinner,19
what,19
again,18
did,18
za'atar,18
way,18
went,18
dips,18
around,18
little,18
asked,17
can't,17
don't,17
coming,17
wasn't,16
could,16
minutes,16
dish,16
waitress,16
flavor,16
pretty,16
she,15
dessert,15
2,15
gave,15
meal,15
start,15
sure,15
next,15
busy,15
take,15
worth,15
garlic,15
always,15
served,15
highly,15
night,15
ask,14
them,14
favorite,14
dip,14
reservations,14
inside,14
i've,14
tables,14
5,14
such,14
fun,14
hour,14
excellent,13
friends,13
appetizers,13
happy,13
think,13
full,13
though,13
how,13
eat,13
middle,13
i'm,13
told,13
tried,12
must,12
visit,12
home,12
who,12
still,12
off,12
taste,12
dry,12
better,12
seated,12
shwarma,12
party,12
salad,12
than,12
day,12
since,12
fresh,12
review,11
enough,11
right,11
mezze,11
comes,11
while,11
friend,11
took,11
attentive,11
long,11
finally,11
two,11
you're,11
pickles,11
bad,11
outside,11
love,11
helpful,11
ended,11
being,11
appetizer,11
different,11
before,10
sweet,10
left,10
extremely,10
want,10
tasty,10
main,10
both,10
french,10
any,10
another,10
baba,10
mountain,10
loved,10
going,10
feed,10
able,10
over,10
reviews,10
wanted,10
then,9
rotating,9
east,9
least,9
20,9
eating,9
&,9
whole,9
lot,9
probably,9
big,9
need,9
couldn't,9
without,9
cauliflower,9
never,9
saturday,9
eastern,9
crispy,9
tahini,9
every,9
water,9
special,9
perfect,9
dishes,9
finish,9
things,9
making,9
meats,8
cut,8
four,8
flavorful,8
enjoyed,8
away,8
has,8
easily,8
thing,8
shawerma,8
between,8
falafels,8
many,8
warm,8
something,8
last,8
red,8
sat,8
perfectly,8
absolutely,8
grill,8
trust,8
looking,8
wine,8
quite,8
recommended,8
ordering,8
know,8
isn't,8
find,8
6,7
decided,7
ganoush,7
serve,7
seating,7
flavors,7
plenty,7
bar,7
tender,7
said,7
cooked,7
saw,7
spot,7
kind,7
leftovers,7
shared,7
makes,7
end,7
fried,7
huge,7
arrived,7
